Nome_Upa;Contagem_Avaliacoes;Pontuacao_Total;Cidade;Estado;Bairro;Rua;CEP;Origem_Avaliacao;Data_Coleta;Data_Publicacao_Avaliacao;Texto_Avaliacao;Estrelas
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-02-15T15:02:15;AVALIACAO NAO PREENCHIDA;1
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-02-12T21:11:23;MILTON KEVIN VIDAURRE ARROYO ESSE MEDICO DISSE Q MINHA NETA NAO TINHA NADA E NEM SOUBE AVALIAR UM RAIO X Q ACUSAVA CATARRO SENDO Q ELA ESTAVA COM BRONQUIOLITE SATURANDO 90 UM BEBE DE 22 DIAS SAINDO DE LA ELA TEVE UMA CINOSE, FOMOS DIRETO PRO SAO LUIZ GONZAGA ONDE ELA SE ENCONTRA INTERNADA. FACIL GANHAR SALARIO PARA DIZER Q AS CRIANCAS NAO TEM NADA E PASSAR DIPIRONA. VERGONHA UM SER DESSE.;1
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-02-04T20:43:44;PROFISSIONAIS HUMANOS E COMPETENTES. SO TENHO GRATIDAO POR TODOS 🙏. DEUS ESTA PRESENTE AQUI 🙏.;5
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-02-03T06:50:40;CARA DE VERDADE NAO SEI COMO O POVO RECLAMA TANTO, DEMORA? DEMORA POREM E UMA UNIDADE PUBLICA QUE ATENDE DIVERSAS PESSOAS, A EQUIPE SUPER ATENCIOSA A MEDICA MUITO PRESTATIVA, TEM UMA GALEGA QUE FICA NA DENGUE E NA MEDICACAO CARA QUE MULHER QUE TEM UM ATENDIMENTO INCRIVEL, ACHO QUE ELA E ENFERMEIRA ELA QUE APLICOU MEU INTRAMUSCULAR PROFISSIONAL INCRIVEL,  TUDO MUITO BOM, LUGAR MUITO LIMPO AS PAREDES LIMPAS CONSULTORIOS BANHEIROS.  PARABENS A EQUIPE DO UPA JACANA ADMINISTRACAO NOTA 10;5
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-01-29T15:58:11;POR ENQUANTO SO TENHO UMA RECLAMACAO A FAZER. COMO QUE COLOCAM PESSOAS COM SINTOMAS GRIPAIS PARA FAZER TRIAGEM NA MESMA SALA QUE FAZ TRIAGEM DE PEDIATRIA SENDO Q BEBES NAO PODEM USAR MASCARA E VCS ATENDENDO ADULTO NA TRIAGEM TOSSINDO E SEM MASCARA ISSO EU ACHEI UM ABSURDO DEVERIA HAVER UMA SALA DE TRIAGEM SOMENTE PARA AS CRIANCAS E NAO TER UM LOCAL ADEQUADO PARA TROCA DE FRALDA DOS BEBES ASSIM FICA DIFICIL;3
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-01-20T23:47:09;IDOSO TEM QUE ESPERAR 6 A 10 HORAS PARA SER ATENDIDO . AONDE ESTA OS DIREITOS HUMANOS NESSAS HORAS ?;1
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-01-20T06:15:04;ESSE LUGAR E UM LIXO, ATENDIMENTO DEMORA HORAS, NA ULTIMA VEZ QUE FUI A ENFERMEIRA ME ESQUECEU, SE NAO VOU ATRAS PARA PERGUNTAR SE IA FAZER O TESTE EM MIM EU IA FICAR O DIA INTEIRO ELA MESMO ME FALOU MKKKKK A MORTE MELHOR QUE O ACOUGUE DO JACANA;1
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-01-15T07:49:49;AVALIACAO NAO PREENCHIDA;1
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-01-14T23:10:50;AVALIACAO NAO PREENCHIDA;3
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-01-12T15:07:13;ATENDIMENTO RAPIDO E EFICAZ!;5
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-01-09T05:57:45;BOM VAMOS LA FALAR DA FALTA DE DESCONSIDERACAO COM NOS PACIENTE CHEGUEI NESTA UNIDADE AS 22:00 HRS ONDE SO FOI FEITO A TRIAGEM AS 22:44 E ATE AGORA AS 02:08 DA MANHA NAO FUI ATENDIDO PELE EQUIPE MEDICA ONDE FOI FEITO A TRIAGEM ONDE FOI INFORMADO PRIORIDADE COMO EMERGENCIA E ATE AGORA NAO FOI ATENDIDO ONDE EU ESTOU COM A SENHA 16:15 AGORA PASSOU 2 SENHA NA MINHA FRENTE E NAO ME CHAMOU , COMUNIQUEI A RECEPCAO ONDE ELA FOI SUPER ARROGANTE FALANDO MONTE DE BLABLA, BOM MINHA EXPERIENCIA NESTE LUGAR FOI HORRIVEL MINHA NOTA E 000 , FALTA DE RESPEITO NAO TEM RESPEITO AO PACIENTE FUNCIONARIO DESPREPARADO LUGAR UMA BAGUNCA , SE NOS ESTAMOS DOENTE TEM QUE TER RESPEITO , CARINHO PELO SEU TRABALHO NAO SER TRATADO COMO FUI HOJE UMA HUMILHACAO UM DESCASO TOTAL ONDE JA SE VIU ISTO E TEM MAS A FUNCIONARIA NA MEDICACAO ELA GRITAVA COM OS PACIENTES GRITAVA FALTA DE RESPEITO COM O PACIENTE. AGORA AS 02:44 DA MANHA ONDE FUI ATENDIDO DECEPCIONADO COM ESTE LUGAR E TEM MAS ESTE LUGAR E SUJO PORCO FALTA DE HIGIENIZACAO NOS LOCAL DE ESPERA , SE E UM LUGAR PRA SER CUIDADO PRA NOSSA PROPRIA SAUDE ESTA ASSIM EU FICO IMAGINANDO COMO DEVE SER A FALTA DE SEGURANCA DOS PROFISSIONAIS DA ENFERMAGEM COM.A NOSSA SAUDE . BOM FOI A PRIMEIRA E UNICA VEZ QUE EU VENHO NESTE LUGAR E TEM MAS EU NAO RECOMENDO PRA NINGUEM , PORQUE SE EU FUI TRATADO ASSIM EU NAO DESEJO NEM PRO MEU PROXIMO ESTA SITUACAO HUMILHANTE;1
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-01-05T10:34:49;SUPER LOTADO DEMORA NO ATENDIMENTO;1
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2025-01-02T17:05:29;AVALIACAO NAO PREENCHIDA;4
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2024-12-28T15:03:22;AVALIACAO NAO PREENCHIDA;5
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2024-12-11T00:26:17;UM DESCASO COM OS PACIENTES!;1
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2024-12-09T13:09:59;TODAS AS VEZES PESSIMO;1
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2024-12-09T05:38:56;RAPIDEZ NO ATENDIMENTO, LUGAR LIMPO E HIGIENIZADO A UNICA COISA E QUE NUNCA TEM OS REMEDIOS PRESCRITOS NA RECEITA, QUANDO TEM SO O BASICO.;5
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2024-12-08T17:35:09;MEU FILHO ESTA INTERNADO  DESDE ONTEM CELE CAIU SOBRE UMA LANCA  DE PORTAO  E VAI TER QUE FAZER  ENXERTO MAS NA AGUARDANDO  VAGA NO LUIS  GONZAGA  ATE AGORA  E NADA  .TEM QUE SER DE EMERGENCIAS  E SE PASSARAM  MAIS DE 12 HORAS  ELE COM A MAO  RASGADA .OUTRO FATOR E QUE HOJE TROCOU O PLANTAO  DAS ENFERMEIRAS  .AS DA NOITE ATENCIOSAS  E SIMPATICAS  COM OS PACIENTES E FAMILIARES.  AS DO DIA  DE HOJE SUPER GROSSAS ANTIPATICAS  SEM CARINHO  ALGUM COM QUEM ESTA LA .ENTAO  DEVERIAM TAMBEM  REVER AS ENFERMEIRAS  QUE CUIDAM DOS PACIENTES .;1
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2024-12-05T13:56:23;AVALIACAO NAO PREENCHIDA;4
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2024-12-04T04:16:17;ESTOU DESDE 8:30 DA NOITE DO DIA 03/12/2024 NA UPA DO JACANA E JA SAO 1:20 DA MANHA E AINDA NAO FUI ATENDIDA! ISSO E UMA VERGONHA, A UPA TEM EM TORNO DE 17 CONSULTORIOS E NO MOMENTO SO TEM 4 FAZENDO ATENDIMENTO!;1
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2024-12-03T09:00:07;FUI ATENDIMENTO RAPIDAMENTE! GOSTEI DAS PESSOAS ENVOLVIDAS NO PROCESSO...;4
UPA JACANA;582;2.2;SAO PAULO;SAO PAULO;VILA NILO;R. ESTER ELISA, S/N;02278-040;Google;2025-10-18T02:19:54;2024-11-29T23:44:40;EU SEMPRE PASSO NESSA UPA ATENDIMENTO INFANTIL E SUPER RAPIDO.. HJ LEVEI MEU FILHO  P PASSAR LA TA COM TOSSE ALEGICA. NA TIRAGEM A MOCA FOI UM AMOR COM MEU FILHO . MEU FILHO TEM 2ANOS AGORA NA SALA DE MEDICACAO FOI O PIOR LUGA QUE EU FOI . MEU FILHO UMA TOMA 2 INJECAO. A ENFERMEIRA MAL MORADA. FOI APLICAR FUROU MEU FILHO 2 VEZ PQ A SIRIGA TAVA PEGADO AR. MAL EDUCADA  APERTOU MEU BRACO E COMECOU FALA. EU SOU MAE NAO AGUENTEI FALEI P ELA Q MEU FILHO ERA UMA CRIANCA  . NAO UM BICHO SE ELA N QUER TRABALHAR TAVA COM MAL HUMOR DELA  N DESCONTAR EM NINGUEM E OUTRA INFERMEIRRA APLICOU SUPER RAPIDO.;2
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-09-23T06:22:42;LUGAR PEQUENO ACONCHEGANTE,DE FACIL ACESSO. UNIDADE NA QUAL TIVE A HONRA DE FAZER PARTE. EXCELENTES PROFISSIONAIS AINDA PERMACE LA.;5
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-09-20T09:20:55;AVALIACAO NAO PREENCHIDA;5
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-09-12T17:28:24;AMA TEM UM OTIMO ATENDIMENTO;5
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-09-10T16:31:22;ONTEM FUI COM MEU FILHO NO UPA PASSAMOS COM UMA PEDIATRA  MARAVILHOSA  SUPER ATENCIOSA , QUE ADMIRACAO  ESSA SIM ESTA TRABALHANDO  POR AMOR EXAMINOU MEU FILHO , PEDIU MEDICACAO, RAIO X OLHA NUNCA FUI TAO BEM ATENDIDA ASSIM COM MEU FILHO SER HUMANO INCRIVEL E EXCELENTE PROFISSIONAL  SEU NOME E JULIANA GUIMARAES;5
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-08-28T18:12:43;ESTOU GESTANTE E FUI ATENDIDA POR UMA MEDICA CHAMADA MARIA DA LIBERDADE DA SILVA COSTA CRM: 180783 DE EXTREMA IGNORANCIA E PURO SARCASMO SOU ENFERMEIRA E OBSERVEI O DESCASO DELA NO MEU ATENDIMENTO, ELA SIMPLESMENTE AGIU DE FORMA IRONICA ACHANDO QUE EU ESTAVA ALI PARA BRINCAR SIMPLESMENTE CHEGUEI COM DOR E SAI CHORANDO DE RAIVA PELO QUE ELA FEZ, EU TRABALHO DE NOITE PASSEI POR VOLTA 22:30 NA UNIDADE SIMPLESMENTE COM VOMITO, DIARREIA E DOR ABDOMINAL ELA NAO PERGUNTOU SE EU TRABALHAVA, SO PASSOU UMA PRESCRICAO QUALQUER E FALOU QUE EU ESTAVA LIBERADA, POREM RELATEI PRA ELA, MAS EU PRECISAVA DE UM AFASTAMENTO PELO MENOS HOJE POIS ESTOU SENTINDO DOR ELA SIMPLESMENTE FALOU PARA EU RETIRAR UMA DECLARACAO DE HORAS NA RECEPCAO EU INDIGNADA COM A SITUACAO FALEI NOVAMENTE COM TODA GENTILEZA, PODERIA ME AFASTAR SO POR HOJE, ELA ME FORNECEU UM ATESTADO COM CID R51 DE CEFALEIA (DOR DE CABECA) SIMPLESMENTE SAI DA SALA, E VERIFIQUEI AINDA EM FRENTE A UPA E VI QUE ESTAVA ERRADO, VOLTEI ATE A ENFERMEIRA E RELATEI O QUE HOUVE A ENFERMEIRA SE PRONTIFICOU-SE, E PEDIU PARA QUE EU AGUARDASSE NA SALA DE ESPERA, NA SEQUENCIA FOI CHAMADO NO PAINEL (NADJANE SILVA CARDOSO) NO CONSULTORIO 06 ONDE ESTAVA ESSA MEDICA MARIA DA LIBERDADE DA SILVA COSTA, SIMPLESMENTE MEU NOME NAO E MUITO COMUM FUI ATE A SALA CHEGANDO LA ELA FALOU O QUE VOCE GOSTARIA, EU QUE MUDASSE MEU CID POIS CHEGUEI REFERINDO VOMITO E DIARREIA E DOR ABDOMINAL NAO DOR DE CABECA, ELA FOI IGNORANTE PUXOU O ATESTADO DA MINHA MAO E FALOU VOCE TEM 50 ANOS SEU NOME E NADJANE DA SILVA CARDOSO, EU SAI MEGA IRRITADA DE LA DE DENTRO E FUI ATE A RECEPCAO PROCURAR SE TINHA ALGUMA NADJANE DA SILVA CARDOSO NA UNIDADE, POIS MEU NOME E NADJANE APARECIDA SACRAMENTO REIS E E MUITO ESTRANHO DUAS NADJANES NO MESMO LOCAL NA MESMA HORA E SER CHAMADA PELO CONSULTORIO ONDE EU JA TINHA PASSADO, O PESSOAL DA RECEPCAO INFORMOU QUE ESTRANHO NAO TEM NENHUMA NADJANE COM ESSE SOBRENOME RESUMINDO EU COMECEI A CHORAR E FICAR NERVOSA PELA SITUACAO, ELA SIMPLESMENTE MUDOU O PAINEL COLOCANDO OUTRO PARA QUE EU VOLTASSE E ELA ME TRATASSE COM IGNORANCIA NOVAMENTE, OUTRA ENFERMEIRA VIU A SITUACAO PEDIU PARA EU AGUARDAR NA TRIAGEM EXPLIQUEI O QUE OCORREU E PASSOU PARA OUTRA MEDICA TROCAR O CID.;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-08-21T20:06:30;QUE LUGAR E ESSE FICO TRISTE  QUANDO  TENHO QUE PASSAR POR LA POR NESSIDADE TENTO IR SEMPRE  A NA MADRUGADA  POIS TEM MENOS PESSOAS MAIS E UM ABSURDO   TUDO SUJO MEDICOS ARROGANTES ACHA QUE VOCE VAI LA POR DIVERSAO MEDICO MAU OLHA NA SUA CARA PASSA UM MEDICAMENTO  E TE MANDA EMBORA UMA OBRA QUE NAO ACABA PACIENTES SIMPLESMENTE  JOGADOS NO CORREDOR  PRA TOMAR MEDICACAO CADEIRA  JOGADAS CADEIRAS RASGADAS QUEBRAS CADE NOSSO DINHEIRO  DOS IMPOSTOS  UMA VERGONHA HORARIO  QUE DEVERIA ESTAR TUDO LI DO;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-08-18T18:00:37;AVALIACAO NAO PREENCHIDA;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-08-06T16:12:40;INCRIVEL O QUANDO A QUALIDADE DE ATENDIMENTO DESSAS UPA. DESSDE A CHEGADA E PRINCIPALMENTE NA AREA DE ENFERMAGEM!  AS PESSOAS QUE RECLAMAM SO PODE SER POR IGNORANCIA E PRINCIPALMENTE POR NAO TER REFERENCIA DE HOSPITAIS PARTICULARES, POIS E MELHOR QUE MUITOS DELES E EU SO NAO VOU MENCIONAR AQUI POR ETICA! PARABENS! GRATIDAO POR CUIDAR DE MIM E DA MINHA FAMILIA!!!;5
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-08-02T03:18:33;TEM UNS QUE MAL FALA COM A GENTE MAIS TEM OUTROS QUE SAO EDUCADOS;3
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-07-30T02:24:22;FUI MUITO BEM ATENDIDA PELOS MEDICOS,SO O PESSOAL DA RECEPCAO QUE DEVERIA MELHORAR;4
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-07-24T21:23:48;TODAS AS VEZES QUE PASSEI, FOI NA EMERGENCIA PARA MEU FILHO, FOMOS BEM ATENDIDOS OS MEDICOS PEDIATRAS TODOS SEMPRE MUITO EFICIENTES, PESSOAL DA MEDICACAO, ENFERMAGEM E RAIO X, TODOS SIMPATICOS E EFICIENTES. OBVIAMENTE TEM A QUESTAO DA LOTACAO E DEMORA MAS NAO HA OQUE SER FEITO. GRACAS A DEUS ESTAO EM OBRAS PQ E UMA UNIDADE QUE TEM MUITO A MELHORAR NO QUESITO INFRAESTRUTURA, BALCAO DE ENTRADA E RECEPCAO NAO TENHO DOQ RECLAMAR, NUNCA FOMOS MAL TRATADOS OU ATENDIDOS.;3
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-07-24T15:26:31;PROFISSIONAL DRA MARIA DA LIBERDADE DA SILVA COSTA CRM 180783, PESSIMA PROFISSIONAL,ARROGANTE E EXTREMAMENTE MAL EDUCADA. TOTAL DESCASO;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-07-24T12:47:52;PROFISSIONAL MARIA DA LIBERDADE DA SILVA EXTREMAMENTE MAL EDUCADA COM OS PACIENTES!!;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-07-24T11:13:16;A DRA MARIA DA LIBERDADE DA SILVA COSTA, EXTREMAMENTE MAL EDUCADA, SOMOS SER HUMANOS, MERECEMOS RESPEITO, NAO ESTAMOS INDO AO PRONTO ATENDIMENTO PARA BRINCAR NAO! SE ESTAMOS LA E OQUE PRECISAMOS, ENTREI MAL E VOLTEI PESSIMA.;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-07-24T06:12:13;MARIA DA LIBERDADE DA SILVA COSTA! PROFISSIONAL MAL EDUCADA E INCOMPETENTE!  EXPERIENCIA HORRIVEL! PASSEI COM UMA MEDICA  TOTALMENTE MAL EDUCADA E SEM NOCAO, NAO QUIS ME ESCUTAR, TODA HORA ENTRAVA OUTROS FUNCIONARIOS NA SALA E ELA DAVA TOTAL ATENCAO PRA ELES E ME DEIXAVA LA ESPERANDO! EU ESTAVA TENDO UMA CRISE DE ANSIEDADE MUITO FORTE, ELA APENAS ME PASSOU UM REMEDIO SE RECUSOU A ME DAR UM ATESTADO DO DIA E AINDA FOI SUPER ARROGANTE COMIGO, OQUE FEZ MINHA CRISE PIORAR! CHEGOU A PRATICAMENTE ME EXPULSAR DA SALA. TENHO O NOME E CRM DA MESMA, VOU ENTRAR COM AS MEDIDAS NECESSARIAS. SE NAO TEM AMOR PELA PROFISSAO PQ TRABALHA COM ISSO!? FALTA MAIS EMPATIA E PROFISSIONALISMO DA PARTE DOS PROFISSIONAIS! NOME DA PROFISSIONAL: MARIA DA LIBERDADE DA SILVA COSTA! CRM: 180783 TENHA MAIS EMPATIA COM OS SEUS PACIENTES, POIS VOCE E “MEDICA” MAS TAMBEM E SER HUMANO, A QUALQUER MOMENTO PODE SER VOCE OU SUA FAMILIA NO NOSSO LUGAR.;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-07-20T11:35:15;MAL EDUCADOS;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-07-04T02:48:43;NAO DOU NOTA MENOR PQ NAO TEM. MINHA FILHA FOI MORDIDA PELA GATA, O DEDO ESTAVA INCHANDO RAPIDAMENTE, COMECOU A INCHAR A MAO,  DEMORARAM 40M PRA ATENDER E MANDARAM PRA TOMAR MEDICACAO...FAZ MAIS DE MEIA HORA QUE ELA ESTA ESPERANDO, A MAO CONTINUA INCHANDO E NADA DE DAREM A MEDICACAO PRA ELA. E POR ISSO QUE AS PESSOAS MORREM ESPERANDO ATENDIMENTO...TOTAL DESCASO. AINDA POR CIMA FALARAM QUE TINHA QUE FAZER NOTIFICACAO E NINGUEM ACHA OS PAPEIS.  REVOLTADA!!!;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-06-24T13:06:32;OTIMA UNIDADE;5
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-06-17T22:57:22;E UM ABSURDO 5 HORAS PARA PASSAR COM MEDICO VI FUNCIONARIOS DO GUINCHE SER AGREDIDOS POR PACIENTES E OS SEGURANCAS NAO FAZEREM NADA. FUI MUITO MAL ATENDIDO PELA DRA. MARIA DA LIBERDADE DA SILVA COSTA  MEDICA QUE NAO ANALISA SEUS PACIENTES DIREITO, MUITO IGNORANTE MAL EDUCADA, EU TRABALHO COM ATENDIMENTO MAIS NAO TRATO AS PESSOAS DESSA FORMA. E PRA ISSO QUE NOS PAGAMOS ESSE TANTO DE IMPOSTOS ? PRA RECEBER ESSE TIPO DE ATENDIMENTO? SEGURANCAS MAL TREINADOS NAO SABEM AGIR NAS SITUACOES, ESPERO SINCERAMENTE QUE O DINHEIRO PUBLICO DO NOSSO ESTADO NAO SEJA DIRECIONADO A ESSA UPA. IREI DENUNCIAR QUANTAS VEZES FOREM PRECISAS. O ESTADO DE SAO PAULO E OQUE MAIS PAGA IMPOSTO MERECEMOS O MINIMO DE QUALIDADE NA SAUDE OQUE ESSA UPA NAO APRESENTA.;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-06-17T22:37:04;OS MEDICOS  DEMONSTRAM TER NOJO DOS PACIENTES, FUI MUITO MAL ATENDIDO PELA DRA MARIA DA LIBERDADE, MEDICA MAL EDUCADA, MAL ANALISOU MEU CASO E ME LIBEROU DE ALTA, ESTOU COM MUITA DOR DE ESTOMAGO NAO, RESOLVERAM MEU PROBLEMA MOCA VC E UMA PESSIMA PROFISSIONAL TANTO NO ATENDIMENTO QUANTO NO CLINICO ESPERO QUE VC ENCONTRE UMA PESSOA MAL EDUCADA COMO VC, PARA VC SENTIR NA PELE AQUILO QUE VC FAZ COM AS PESSOAS.;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-06-16T22:33:23;TEMPO DE ESPERA PARA UMA IDOSA SER ATENDIDA DEMORADO, PELO MENOS DUAS HORAS E MEIA. MINHA DIABETICA E HIPERTENSA, ESPEROU QUASE 3 HORAS PARA SER ATENDIDA PELO MEDICO.;3
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-05-30T20:31:23;AVALIACAO NAO PREENCHIDA;5
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-05-22T16:57:31;😷🤒🤕😭;5
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-04-30T22:43:59;AVALIACAO NAO PREENCHIDA;5
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-04-29T02:24:54;E PRECISO FAZER UMA REFORMA NO AMBIENTE, ALTERAR AS POLTRONAS DOS PACIENTES QUE RECEBEM SORO INTRAVENOSO, VARIAS POLTRONAS ESTAO QUEBRADAS, SEM AJUSTES DE POSICAO, CAUSANDO DESCONFORTO PARA OS PACIENTES QUE FICAM HORAS AGUARDANDO OU EM TRATAMENTO.;3
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-04-26T14:26:08;AVALIACAO NAO PREENCHIDA;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-03-31T02:48:27;MEDICOS QUE NEM OLHAM NA CARA. HORRIVEL!;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-03-29T15:14:48;AVALIACAO NAO PREENCHIDA;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-03-27T06:13:12;PESSIMO ATENDIMENTO HUMILHACAO TOTAL MEDICOS E ENFERMEIROS QUE DEBOCHA QUE NOS TRATA MAL;1
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-02-19T20:35:37;SAO OTIMOS BOM ATENDIMENTO RAPIDEZ TOP .;5
UPA JARDIM ANGELA;208;3.6;SAO PAULO;SAO PAULO;JARDIM SONIA REGINA;;;Google;2025-10-18T02:19:57;2025-02-13T10:44:26;AVALIACAO NAO PREENCHIDA;1
