date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide
2024-07-02 19:00:00+00:00,85.7,19.4,135.0,7.8,99.0,15.7
2024-07-02 20:00:00+00:00,81.3,19.6,137.0,9.0,87.0,16.4
2024-07-02 21:00:00+00:00,72.9,19.0,138.0,9.7,77.0,17.2
2024-07-02 22:00:00+00:00,65.0,17.7,139.0,9.6,71.0,18.3
2024-07-02 23:00:00+00:00,60.3,16.1,139.0,9.1,68.0,19.5
2024-07-03 00:00:00+00:00,73.3,17.3,147.0,12.4,57.0,30.1
2024-07-03 01:00:00+00:00,69.6,16.8,145.0,13.0,56.0,30.3
2024-07-03 02:00:00+00:00,65.9,16.2,143.0,13.7,54.0,30.6
2024-07-03 03:00:00+00:00,61.5,15.5,141.0,13.6,57.0,30.3
2024-07-03 04:00:00+00:00,57.0,15.0,139.0,12.1,66.0,29.4
2024-07-03 05:00:00+00:00,91.0,16.9,137.0,9.7,80.0,27.9
2024-07-03 06:00:00+00:00,120.1,18.8,134.0,7.3,94.0,25.2
2024-07-03 07:00:00+00:00,131.3,19.4,131.0,5.0,110.0,20.2
2024-07-03 08:00:00+00:00,139.2,19.7,127.0,2.7,127.0,14.0
2024-07-03 09:00:00+00:00,141.6,19.9,125.0,1.1,139.0,9.2
2024-07-03 10:00:00+00:00,132.2,18.7,124.0,0.4,142.0,6.8
2024-07-03 11:00:00+00:00,126.7,18.1,124.0,0.4,140.0,5.7
2024-07-03 12:00:00+00:00,121.1,17.8,133.0,0.5,141.0,4.1
2024-07-03 13:00:00+00:00,120.1,17.9,133.0,0.5,142.0,4.1
2024-07-03 14:00:00+00:00,118.5,18.1,133.0,0.5,143.0,4.1
2024-07-03 15:00:00+00:00,115.9,18.2,133.0,0.9,141.0,4.4
2024-07-03 16:00:00+00:00,94.8,17.8,135.0,1.9,132.0,5.2
2024-07-03 17:00:00+00:00,77.3,17.3,137.0,3.1,121.0,6.3
2024-07-03 18:00:00+00:00,71.9,17.3,139.0,4.2,112.0,7.8
2024-07-03 19:00:00+00:00,72.2,17.5,140.0,4.7,111.0,9.6
2024-07-03 20:00:00+00:00,73.3,18.0,140.0,4.9,113.0,11.8
2024-07-03 21:00:00+00:00,72.9,18.3,141.0,5.4,112.0,14.6
2024-07-03 22:00:00+00:00,67.3,18.2,145.0,6.3,103.0,18.7
2024-07-03 23:00:00+00:00,65.0,18.2,149.0,7.5,90.0,23.5
2024-07-04 00:00:00+00:00,73.1,18.2,147.0,7.3,84.0,22.9
2024-07-04 01:00:00+00:00,82.4,18.3,144.0,9.0,78.0,24.8
2024-07-04 02:00:00+00:00,89.9,18.4,140.0,11.2,71.0,27.2
2024-07-04 03:00:00+00:00,95.5,18.4,136.0,12.3,71.0,28.1
2024-07-04 04:00:00+00:00,104.1,18.6,134.0,11.3,84.0,26.5
2024-07-04 05:00:00+00:00,143.0,20.9,132.0,9.1,103.0,23.3
2024-07-04 06:00:00+00:00,208.6,25.9,130.0,6.8,120.0,19.4
2024-07-04 07:00:00+00:00,234.7,27.8,128.0,4.6,130.0,14.2
2024-07-04 08:00:00+00:00,208.2,24.4,125.0,2.3,137.0,8.3
2024-07-04 09:00:00+00:00,175.6,21.1,124.0,0.7,144.0,4.5
2024-07-04 10:00:00+00:00,158.3,19.8,124.0,0.3,152.0,4.4
2024-07-04 11:00:00+00:00,151.8,20.0,124.0,0.7,159.0,6.4
2024-07-04 12:00:00+00:00,120.1,16.9,131.0,0.7,157.0,6.0
2024-07-04 13:00:00+00:00,116.4,17.3,131.0,0.8,161.0,6.5
2024-07-04 14:00:00+00:00,112.7,17.2,131.0,1.0,167.0,7.2
2024-07-04 15:00:00+00:00,109.9,16.5,132.0,1.6,165.0,7.8
2024-07-04 16:00:00+00:00,91.3,15.5,134.0,2.9,150.0,8.0
2024-07-04 17:00:00+00:00,78.9,15.0,135.0,4.6,129.0,8.0
2024-07-04 18:00:00+00:00,73.6,14.8,137.0,6.0,111.0,8.2
2024-07-04 19:00:00+00:00,68.5,14.7,138.0,7.1,100.0,8.7
2024-07-04 20:00:00+00:00,62.9,14.5,138.0,8.0,93.0,9.4
2024-07-04 21:00:00+00:00,57.2,13.9,138.0,8.4,87.0,10.3
2024-07-04 22:00:00+00:00,53.0,13.2,137.0,8.1,82.0,11.5
2024-07-04 23:00:00+00:00,49.8,12.5,136.0,7.3,78.0,12.8
2024-07-05 00:00:00+00:00,55.9,12.8,143.0,8.0,74.0,19.6
2024-07-05 01:00:00+00:00,54.6,12.2,142.0,8.1,73.0,18.7
2024-07-05 02:00:00+00:00,47.8,11.3,140.0,8.2,73.0,17.5
2024-07-05 03:00:00+00:00,43.1,10.4,138.0,8.3,77.0,17.4
2024-07-05 04:00:00+00:00,41.9,9.7,137.0,8.7,87.0,20.0
2024-07-05 05:00:00+00:00,71.7,10.5,136.0,9.2,102.0,23.6
2024-07-05 06:00:00+00:00,95.2,11.5,136.0,9.0,115.0,25.0
2024-07-05 07:00:00+00:00,112.9,12.9,136.0,7.5,126.0,22.1
2024-07-05 08:00:00+00:00,117.1,13.5,136.0,5.4,136.0,17.0
2024-07-05 09:00:00+00:00,115.3,13.9,135.0,3.5,143.0,12.1
2024-07-05 10:00:00+00:00,117.1,13.9,133.0,2.2,145.0,8.1
2024-07-05 11:00:00+00:00,134.6,14.1,129.0,1.1,143.0,4.3
2024-07-05 12:00:00+00:00,169.5,15.3,124.0,0.4,139.0,1.3
2024-07-05 13:00:00+00:00,195.1,16.9,124.0,0.5,137.0,1.1
2024-07-05 14:00:00+00:00,218.9,18.7,125.0,0.6,134.0,0.9
2024-07-05 15:00:00+00:00,229.1,20.3,125.0,0.9,130.0,1.0
2024-07-05 16:00:00+00:00,229.6,23.6,125.0,1.5,125.0,1.5
2024-07-05 17:00:00+00:00,210.0,25.7,126.0,2.3,119.0,2.3
2024-07-05 18:00:00+00:00,187.7,27.0,126.0,3.0,113.0,3.2
2024-07-05 19:00:00+00:00,163.4,27.0,127.0,3.8,108.0,4.3
2024-07-05 20:00:00+00:00,134.1,25.4,128.0,4.6,104.0,5.5
2024-07-05 21:00:00+00:00,103.4,22.6,128.0,4.9,101.0,6.1
2024-07-05 22:00:00+00:00,80.8,19.6,126.0,4.3,99.0,5.6
2024-07-05 23:00:00+00:00,64.7,16.7,123.0,3.2,97.0,4.5
2024-07-06 00:00:00+00:00,50.5,12.7,119.0,1.8,99.0,1.5
2024-07-06 01:00:00+00:00,44.6,11.0,119.0,1.7,96.0,1.1
2024-07-06 02:00:00+00:00,42.3,9.9,118.0,1.6,92.0,0.7
2024-07-06 03:00:00+00:00,42.7,9.5,119.0,1.6,91.0,0.9
2024-07-06 04:00:00+00:00,49.9,9.7,121.0,1.9,94.0,2.3
2024-07-06 05:00:00+00:00,81.5,11.1,124.0,2.2,100.0,4.4
2024-07-06 06:00:00+00:00,168.6,16.3,127.0,2.4,106.0,5.7
2024-07-06 07:00:00+00:00,326.9,28.6,129.0,2.1,112.0,5.7
2024-07-06 08:00:00+00:00,411.6,35.5,130.0,1.6,119.0,5.0
2024-07-06 09:00:00+00:00,438.7,38.3,131.0,1.2,125.0,4.3
2024-07-06 10:00:00+00:00,457.3,40.5,131.0,0.9,129.0,3.8
2024-07-06 11:00:00+00:00,470.3,41.7,130.0,0.8,131.0,3.4
2024-07-06 12:00:00+00:00,473.1,42.0,135.0,0.7,128.0,2.9
2024-07-06 13:00:00+00:00,470.3,41.9,134.0,0.9,127.0,2.9
2024-07-06 14:00:00+00:00,458.2,41.6,133.0,1.4,126.0,3.1
2024-07-06 15:00:00+00:00,430.3,41.2,133.0,2.1,122.0,3.6
2024-07-06 16:00:00+00:00,347.4,41.0,134.0,3.5,114.0,4.8
2024-07-06 17:00:00+00:00,272.9,39.3,135.0,5.3,103.0,6.5
2024-07-06 18:00:00+00:00,229.6,38.0,136.0,6.6,93.0,8.0
2024-07-06 19:00:00+00:00,196.5,36.3,137.0,7.2,86.0,9.3
2024-07-06 20:00:00+00:00,167.6,34.2,137.0,7.3,81.0,10.5
2024-07-06 21:00:00+00:00,150.9,31.8,137.0,7.1,77.0,11.4
2024-07-06 22:00:00+00:00,142.5,29.8,135.0,6.3,76.0,11.6
2024-07-06 23:00:00+00:00,145.8,29.0,132.0,5.2,77.0,11.5
2024-07-07 00:00:00+00:00,125.7,24.6,128.0,4.2,72.0,8.4
2024-07-07 01:00:00+00:00,137.4,26.0,128.0,4.9,73.0,10.0
2024-07-07 02:00:00+00:00,144.8,27.4,128.0,6.0,74.0,12.5
2024-07-07 03:00:00+00:00,151.3,28.6,129.0,7.0,77.0,15.5
2024-07-07 04:00:00+00:00,168.1,29.7,131.0,8.2,81.0,20.3
2024-07-07 05:00:00+00:00,221.2,32.4,134.0,9.5,86.0,25.6
2024-07-07 06:00:00+00:00,304.5,36.7,136.0,9.7,93.0,27.8
2024-07-07 07:00:00+00:00,357.6,39.1,135.0,8.1,104.0,24.0
2024-07-07 08:00:00+00:00,352.0,36.6,133.0,5.4,117.0,17.1
2024-07-07 09:00:00+00:00,313.9,32.9,131.0,3.3,128.0,11.5
2024-07-07 10:00:00+00:00,295.2,31.0,128.0,2.3,138.0,9.1
2024-07-07 11:00:00+00:00,298.0,30.5,125.0,1.7,147.0,8.2
2024-07-07 12:00:00+00:00,293.4,28.9,122.0,1.2,146.0,6.0
2024-07-07 13:00:00+00:00,303.6,29.1,121.0,1.8,144.0,6.5
2024-07-07 14:00:00+00:00,311.1,29.3,120.0,2.7,140.0,7.3
2024-07-07 15:00:00+00:00,305.5,29.2,120.0,3.8,133.0,8.3
2024-07-07 16:00:00+00:00,255.2,29.5,121.0,5.3,120.0,9.3
2024-07-07 17:00:00+00:00,187.2,26.8,123.0,7.0,104.0,10.6
2024-07-07 18:00:00+00:00,155.5,24.8,125.0,8.5,90.0,12.3
2024-07-07 19:00:00+00:00,143.0,23.8,127.0,9.9,81.0,14.9
2024-07-07 20:00:00+00:00,130.4,23.1,130.0,11.2,74.0,18.0
2024-07-07 21:00:00+00:00,121.1,22.6,132.0,11.9,68.0,20.8
2024-07-07 22:00:00+00:00,111.8,22.0,132.0,11.7,63.0,23.1
2024-07-07 23:00:00+00:00,105.0,21.4,132.0,10.9,60.0,25.1
2024-07-08 00:00:00+00:00,103.4,20.3,131.0,10.0,59.0,24.0
2024-07-08 01:00:00+00:00,103.8,20.0,132.0,10.7,57.0,25.9
2024-07-08 02:00:00+00:00,99.9,19.6,133.0,11.7,55.0,28.4
2024-07-08 03:00:00+00:00,98.3,19.2,133.0,11.9,58.0,29.7
2024-07-08 04:00:00+00:00,102.9,19.3,131.0,10.9,71.0,29.2
2024-07-08 05:00:00+00:00,144.8,21.0,129.0,9.1,90.0,27.5
2024-07-08 06:00:00+00:00,210.0,23.8,126.0,7.1,106.0,24.2
2024-07-08 07:00:00+00:00,280.3,29.2,123.0,4.7,116.0,17.8
2024-07-08 08:00:00+00:00,271.0,28.6,119.0,2.1,124.0,9.9
2024-07-08 09:00:00+00:00,207.7,23.7,117.0,0.4,130.0,4.4
2024-07-08 10:00:00+00:00,177.4,21.5,118.0,0.0,136.0,3.5
2024-07-08 11:00:00+00:00,170.0,21.3,120.0,0.3,142.0,5.1
2024-07-08 12:00:00+00:00,159.7,20.2,129.0,1.0,147.0,6.0
2024-07-08 13:00:00+00:00,165.3,21.0,130.0,2.2,144.0,7.9
2024-07-08 14:00:00+00:00,163.4,21.1,131.0,3.8,140.0,10.4
2024-07-08 15:00:00+00:00,155.1,20.5,132.0,5.1,133.0,11.8
2024-07-08 16:00:00+00:00,122.9,19.5,132.0,5.8,120.0,11.2
2024-07-08 17:00:00+00:00,88.9,17.4,130.0,6.3,104.0,9.5
2024-07-08 18:00:00+00:00,84.5,16.6,129.0,6.4,92.0,7.9
2024-07-08 19:00:00+00:00,88.9,16.7,128.0,6.1,87.0,6.8
2024-07-08 20:00:00+00:00,94.1,17.2,126.0,5.5,85.0,5.8
2024-07-08 21:00:00+00:00,97.8,17.8,124.0,4.8,84.0,4.9
2024-07-08 22:00:00+00:00,103.1,18.8,122.0,4.0,84.0,4.0
2024-07-08 23:00:00+00:00,111.8,20.8,120.0,3.2,85.0,3.3
2024-07-09 00:00:00+00:00,131.8,23.3,118.0,2.8,87.0,2.8
2024-07-09 01:00:00+00:00,156.5,26.8,118.0,2.9,86.0,2.9
2024-07-09 02:00:00+00:00,165.8,28.8,117.0,3.0,86.0,3.2
2024-07-09 03:00:00+00:00,172.3,29.5,118.0,3.0,89.0,5.2
2024-07-09 04:00:00+00:00,176.5,30.2,120.0,2.7,100.0,11.1
2024-07-09 05:00:00+00:00,219.8,34.2,123.0,2.2,115.0,18.7
2024-07-09 06:00:00+00:00,240.3,34.8,125.0,1.7,126.0,22.8
2024-07-09 07:00:00+00:00,259.8,35.5,124.0,1.2,130.0,20.3
2024-07-09 08:00:00+00:00,239.3,32.7,122.0,0.7,130.0,14.2
2024-07-09 09:00:00+00:00,199.3,27.9,120.0,0.4,130.0,9.2
2024-07-09 10:00:00+00:00,174.2,24.7,119.0,0.2,129.0,6.7
2024-07-09 11:00:00+00:00,165.3,23.2,118.0,0.2,128.0,5.1
2024-07-09 12:00:00+00:00,147.6,20.4,119.0,0.4,135.0,4.6
2024-07-09 13:00:00+00:00,153.7,20.8,120.0,0.6,136.0,4.5
2024-07-09 14:00:00+00:00,157.4,21.2,121.0,0.8,138.0,4.3
2024-07-09 15:00:00+00:00,161.1,21.8,122.0,1.2,136.0,4.2
2024-07-09 16:00:00+00:00,144.8,22.8,123.0,1.8,127.0,4.0
2024-07-09 17:00:00+00:00,121.1,22.2,125.0,2.5,114.0,3.8
2024-07-09 18:00:00+00:00,127.1,23.1,126.0,2.9,105.0,4.0
2024-07-09 19:00:00+00:00,143.0,25.6,127.0,2.8,105.0,4.5
2024-07-09 20:00:00+00:00,169.5,30.3,127.0,2.5,110.0,5.3
2024-07-09 21:00:00+00:00,192.3,36.1,127.0,2.2,113.0,6.8
2024-07-09 22:00:00+00:00,203.5,40.0,126.0,2.1,112.0,9.6
2024-07-09 23:00:00+00:00,189.5,40.5,124.0,2.1,108.0,13.2
2024-07-10 00:00:00+00:00,147.6,34.0,122.0,1.9,107.0,15.0
2024-07-10 01:00:00+00:00,132.2,32.4,122.0,2.3,102.0,17.4
2024-07-10 02:00:00+00:00,122.5,30.9,123.0,2.9,97.0,20.8
2024-07-10 03:00:00+00:00,116.2,29.6,124.0,3.3,94.0,23.5
2024-07-10 04:00:00+00:00,112.5,28.4,127.0,3.3,97.0,25.4
2024-07-10 05:00:00+00:00,120.1,26.7,131.0,3.1,104.0,26.5
2024-07-10 06:00:00+00:00,107.3,24.0,134.0,2.8,112.0,25.9
2024-07-10 07:00:00+00:00,111.8,22.7,137.0,2.2,123.0,22.1
2024-07-10 08:00:00+00:00,143.9,23.4,139.0,1.5,134.0,16.5
2024-07-10 09:00:00+00:00,167.6,23.6,140.0,0.9,143.0,12.0
2024-07-10 10:00:00+00:00,178.3,23.1,138.0,0.7,145.0,9.7
2024-07-10 11:00:00+00:00,185.8,22.7,135.0,0.6,144.0,8.4
2024-07-10 12:00:00+00:00,210.0,23.7,134.0,0.6,147.0,7.5
2024-07-10 13:00:00+00:00,217.9,25.1,134.0,0.7,146.0,7.8
2024-07-10 14:00:00+00:00,228.2,27.0,133.0,0.9,144.0,8.2
2024-07-10 15:00:00+00:00,240.3,29.3,133.0,1.2,143.0,8.9
2024-07-10 16:00:00+00:00,235.6,32.6,134.0,1.6,142.0,10.1
2024-07-10 17:00:00+00:00,221.7,34.5,135.0,2.0,141.0,11.6
2024-07-10 18:00:00+00:00,219.3,36.6,136.0,2.3,140.0,13.1
2024-07-10 19:00:00+00:00,215.6,38.2,136.0,2.3,139.0,14.7
2024-07-10 20:00:00+00:00,204.4,38.3,136.0,2.2,139.0,16.2
2024-07-10 21:00:00+00:00,190.5,36.6,136.0,2.1,135.0,17.6
2024-07-10 22:00:00+00:00,171.4,33.6,135.0,2.1,126.0,18.6
2024-07-10 23:00:00+00:00,143.4,30.6,133.0,2.2,113.0,19.3
2024-07-11 00:00:00+00:00,109.2,27.4,131.0,2.3,103.0,20.2
2024-07-11 01:00:00+00:00,104.8,25.9,131.0,2.7,98.0,21.0
2024-07-11 02:00:00+00:00,96.6,24.7,131.0,3.1,92.0,22.2
2024-07-11 03:00:00+00:00,90.3,23.7,131.0,3.4,89.0,23.3
2024-07-11 04:00:00+00:00,87.5,23.0,131.0,3.3,90.0,24.7
2024-07-11 05:00:00+00:00,99.4,21.9,130.0,3.0,93.0,25.9
2024-07-11 06:00:00+00:00,96.6,20.4,130.0,2.6,100.0,25.4
2024-07-11 07:00:00+00:00,88.9,19.4,130.0,2.0,114.0,21.6
2024-07-11 08:00:00+00:00,86.8,19.0,131.0,1.2,131.0,16.0
2024-07-11 09:00:00+00:00,97.1,19.2,131.0,0.6,143.0,11.4
2024-07-11 10:00:00+00:00,112.7,20.0,129.0,0.3,144.0,8.9
2024-07-11 11:00:00+00:00,131.8,21.4,126.0,0.2,139.0,7.3
2024-07-11 12:00:00+00:00,123.4,18.9,132.0,0.4,138.0,6.0
2024-07-11 13:00:00+00:00,130.9,19.3,132.0,0.7,139.0,6.3
2024-07-11 14:00:00+00:00,125.3,19.1,132.0,1.1,141.0,6.8
2024-07-11 15:00:00+00:00,110.1,18.4,132.0,1.7,139.0,7.0
2024-07-11 16:00:00+00:00,79.2,17.2,133.0,2.8,131.0,6.8
2024-07-11 17:00:00+00:00,59.0,15.8,135.0,4.0,120.0,6.3
2024-07-11 18:00:00+00:00,52.5,15.0,137.0,5.0,112.0,5.9
2024-07-11 19:00:00+00:00,52.7,14.7,138.0,5.4,110.0,5.7
2024-07-11 20:00:00+00:00,54.5,14.8,138.0,5.6,110.0,5.5
2024-07-11 21:00:00+00:00,54.6,14.7,138.0,5.5,109.0,5.3
2024-07-11 22:00:00+00:00,52.4,14.5,137.0,5.1,105.0,5.1
2024-07-11 23:00:00+00:00,48.0,14.1,135.0,4.5,99.0,4.9
2024-07-12 00:00:00+00:00,41.3,14.7,137.0,4.9,83.0,8.0
2024-07-12 01:00:00+00:00,46.3,15.1,135.0,4.4,81.0,7.7
2024-07-12 02:00:00+00:00,46.7,15.3,132.0,3.8,78.0,7.3
2024-07-12 03:00:00+00:00,46.1,15.4,131.0,3.1,80.0,7.0
2024-07-12 04:00:00+00:00,43.9,15.2,132.0,2.5,92.0,6.9
2024-07-12 05:00:00+00:00,59.0,16.5,135.0,2.0,109.0,7.0
2024-07-12 06:00:00+00:00,82.9,18.8,136.0,1.5,122.0,6.9
2024-07-12 07:00:00+00:00,92.9,20.1,134.0,1.1,126.0,6.4
2024-07-12 08:00:00+00:00,97.6,20.3,131.0,0.7,126.0,5.8
2024-07-12 09:00:00+00:00,103.1,20.0,128.0,0.5,126.0,5.6
2024-07-12 10:00:00+00:00,104.1,19.3,126.0,0.6,129.0,6.1
2024-07-12 11:00:00+00:00,111.8,20.1,126.0,0.9,132.0,6.9
2024-07-12 12:00:00+00:00,140.2,24.4,131.0,1.9,138.0,10.0
2024-07-12 13:00:00+00:00,149.0,25.3,130.0,2.2,137.0,9.9
2024-07-12 14:00:00+00:00,156.5,25.7,128.0,2.6,135.0,9.7
2024-07-12 15:00:00+00:00,166.7,25.8,127.0,3.4,128.0,9.8
2024-07-12 16:00:00+00:00,163.9,26.6,127.0,4.7,113.0,10.0
2024-07-12 17:00:00+00:00,148.5,27.2,128.0,6.2,94.0,10.4
2024-07-12 18:00:00+00:00,152.3,28.6,129.0,7.9,78.0,11.7
2024-07-12 19:00:00+00:00,150.4,29.7,131.0,9.9,67.0,14.7
2024-07-12 20:00:00+00:00,136.0,29.8,134.0,11.9,59.0,18.5
2024-07-12 21:00:00+00:00,113.4,28.6,136.0,13.1,53.0,21.3
2024-07-12 22:00:00+00:00,94.8,26.7,135.0,12.6,50.0,21.8
2024-07-12 23:00:00+00:00,84.8,25.0,133.0,11.2,50.0,21.2
2024-07-13 00:00:00+00:00,84.5,23.4,131.0,9.7,52.0,20.4
2024-07-13 01:00:00+00:00,86.4,22.9,130.0,9.9,51.0,20.9
2024-07-13 02:00:00+00:00,85.7,22.4,129.0,10.3,51.0,21.8
2024-07-13 03:00:00+00:00,86.4,22.0,129.0,10.6,54.0,23.7
2024-07-13 04:00:00+00:00,89.2,21.9,130.0,11.3,63.0,28.3
2024-07-13 05:00:00+00:00,123.4,23.7,131.0,12.0,76.0,33.9
2024-07-13 06:00:00+00:00,156.0,25.8,132.0,11.6,92.0,35.7
2024-07-13 07:00:00+00:00,187.7,27.0,133.0,8.9,112.0,30.1
2024-07-13 08:00:00+00:00,213.3,28.6,133.0,5.0,134.0,20.7
2024-07-13 09:00:00+00:00,219.8,29.5,133.0,2.1,151.0,13.5
2024-07-13 10:00:00+00:00,214.7,29.6,133.0,1.1,159.0,11.3
2024-07-13 11:00:00+00:00,209.5,29.8,133.0,1.2,162.0,11.4
2024-07-13 12:00:00+00:00,202.1,29.2,138.0,1.4,163.0,11.3
2024-07-13 13:00:00+00:00,204.4,29.4,136.0,1.6,156.0,10.5
2024-07-13 14:00:00+00:00,205.8,28.8,133.0,1.9,147.0,9.4
2024-07-13 15:00:00+00:00,212.8,28.6,132.0,2.6,135.0,9.0
2024-07-13 16:00:00+00:00,205.4,30.4,132.0,4.1,120.0,9.8
2024-07-13 17:00:00+00:00,163.4,29.6,134.0,6.0,103.0,11.3
2024-07-13 18:00:00+00:00,136.0,28.4,136.0,7.8,88.0,13.2
2024-07-13 19:00:00+00:00,129.0,28.2,139.0,9.6,76.0,15.6
2024-07-13 20:00:00+00:00,124.3,28.7,142.0,11.3,66.0,18.5
2024-07-13 21:00:00+00:00,120.6,29.5,145.0,12.4,59.0,21.3
2024-07-13 22:00:00+00:00,124.8,30.7,146.0,12.5,55.0,24.2
2024-07-13 23:00:00+00:00,135.0,32.2,146.0,12.0,55.0,27.0
2024-07-14 00:00:00+00:00,173.7,36.3,133.0,8.8,65.0,21.8
2024-07-14 01:00:00+00:00,163.9,34.3,131.0,9.4,65.0,22.7
2024-07-14 02:00:00+00:00,149.9,32.7,127.0,10.3,65.0,23.9
2024-07-14 03:00:00+00:00,143.9,31.7,125.0,10.9,68.0,25.2
2024-07-14 04:00:00+00:00,149.0,30.9,125.0,11.1,75.0,27.2
2024-07-14 05:00:00+00:00,193.2,31.7,125.0,11.0,84.0,29.3
2024-07-14 06:00:00+00:00,256.1,32.8,126.0,10.2,95.0,29.3
2024-07-14 07:00:00+00:00,277.5,31.9,126.0,8.2,108.0,25.5
2024-07-14 08:00:00+00:00,261.7,30.9,127.0,5.6,122.0,19.5
2024-07-14 09:00:00+00:00,238.4,29.9,126.0,3.4,132.0,14.0
2024-07-14 10:00:00+00:00,211.9,28.2,124.0,2.0,133.0,9.7
2024-07-14 11:00:00+00:00,194.2,25.4,121.0,1.1,130.0,6.0
2024-07-14 12:00:00+00:00,179.3,21.9,126.0,0.6,128.0,4.0
2024-07-14 13:00:00+00:00,196.5,20.7,124.0,0.6,126.0,3.3
2024-07-14 14:00:00+00:00,227.7,21.8,122.0,0.7,123.0,2.4
2024-07-14 15:00:00+00:00,254.3,23.9,121.0,1.3,118.0,2.6
2024-07-14 16:00:00+00:00,261.7,28.2,122.0,2.9,112.0,4.6
2024-07-14 17:00:00+00:00,232.4,29.8,125.0,5.1,105.0,7.8
2024-07-14 18:00:00+00:00,206.8,30.6,128.0,7.2,97.0,11.5
2024-07-14 19:00:00+00:00,183.9,30.9,131.0,9.0,88.0,16.0
2024-07-14 20:00:00+00:00,168.6,31.0,134.0,10.6,79.0,21.0
2024-07-14 21:00:00+00:00,154.1,30.4,136.0,11.7,72.0,25.3
2024-07-14 22:00:00+00:00,139.7,29.3,136.0,11.8,68.0,28.8
2024-07-14 23:00:00+00:00,128.1,27.9,135.0,11.4,66.0,31.7
2024-07-15 00:00:00+00:00,124.3,26.2,133.0,10.3,68.0,30.3
2024-07-15 01:00:00+00:00,120.6,24.9,132.0,10.3,70.0,29.1
2024-07-15 02:00:00+00:00,115.0,23.9,130.0,10.2,73.0,27.3
2024-07-15 03:00:00+00:00,113.9,23.3,128.0,9.6,79.0,24.8
2024-07-15 04:00:00+00:00,114.3,22.9,127.0,7.9,90.0,21.5
2024-07-15 05:00:00+00:00,178.3,25.0,126.0,5.7,104.0,17.5
2024-07-15 06:00:00+00:00,210.9,27.5,126.0,3.8,116.0,13.7
2024-07-15 07:00:00+00:00,246.8,31.0,125.0,2.4,124.0,9.9
2024-07-15 08:00:00+00:00,251.5,30.7,125.0,1.3,129.0,6.2
2024-07-15 09:00:00+00:00,232.8,28.8,125.0,0.6,134.0,3.9
2024-07-15 10:00:00+00:00,217.5,27.6,126.0,0.3,139.0,3.6
2024-07-15 11:00:00+00:00,207.2,27.2,127.0,0.5,144.0,4.7
2024-07-15 12:00:00+00:00,197.4,28.6,128.0,1.2,160.0,9.8
2024-07-15 13:00:00+00:00,191.9,28.5,128.0,1.5,160.0,10.1
2024-07-15 14:00:00+00:00,189.1,28.5,128.0,1.9,159.0,10.7
2024-07-15 15:00:00+00:00,184.9,28.1,128.0,2.7,153.0,11.5
2024-07-15 16:00:00+00:00,156.5,27.4,130.0,4.1,140.0,12.8
2024-07-15 17:00:00+00:00,132.2,26.0,132.0,5.9,122.0,14.4
2024-07-15 18:00:00+00:00,118.7,24.4,134.0,7.4,106.0,15.8
2024-07-15 19:00:00+00:00,113.2,22.8,135.0,8.5,94.0,16.7
2024-07-15 20:00:00+00:00,107.3,21.3,135.0,9.2,83.0,17.3
2024-07-15 21:00:00+00:00,102.9,20.3,135.0,9.5,76.0,17.8
2024-07-15 22:00:00+00:00,101.3,19.8,134.0,8.9,73.0,18.0
2024-07-15 23:00:00+00:00,103.1,19.7,132.0,7.8,73.0,18.0
2024-07-16 00:00:00+00:00,106.2,20.2,133.0,8.0,71.0,20.4
2024-07-16 01:00:00+00:00,107.8,20.8,133.0,8.9,71.0,22.1
2024-07-16 02:00:00+00:00,104.5,21.1,133.0,10.0,72.0,24.4
2024-07-16 03:00:00+00:00,104.1,21.3,132.0,10.5,76.0,25.6
2024-07-16 04:00:00+00:00,108.0,21.7,131.0,9.8,86.0,25.1
2024-07-16 05:00:00+00:00,165.8,24.5,129.0,8.3,98.0,23.5
2024-07-16 06:00:00+00:00,190.9,26.0,127.0,6.7,111.0,20.8
2024-07-16 07:00:00+00:00,205.8,26.3,124.0,4.7,123.0,15.8
2024-07-16 08:00:00+00:00,192.8,24.6,121.0,2.5,134.0,9.5
2024-07-16 09:00:00+00:00,171.4,22.8,119.0,1.0,144.0,5.5
2024-07-16 10:00:00+00:00,164.4,22.4,119.0,0.7,153.0,5.6
2024-07-16 11:00:00+00:00,170.0,23.0,121.0,1.0,161.0,7.9
2024-07-16 12:00:00+00:00,154.1,22.9,139.0,1.7,169.0,11.5
2024-07-16 13:00:00+00:00,162.5,23.1,140.0,2.3,165.0,11.4
2024-07-16 14:00:00+00:00,181.6,23.1,141.0,3.1,159.0,11.3
2024-07-16 15:00:00+00:00,201.6,22.8,141.0,4.0,149.0,11.2
2024-07-16 16:00:00+00:00,203.0,23.3,140.0,5.0,133.0,10.9
2024-07-16 17:00:00+00:00,178.3,22.5,138.0,6.0,115.0,10.5
2024-07-16 18:00:00+00:00,156.9,21.7,137.0,6.8,99.0,10.6
2024-07-16 19:00:00+00:00,131.8,20.6,137.0,7.4,90.0,11.3
2024-07-16 20:00:00+00:00,112.9,19.7,138.0,7.8,84.0,12.4
2024-07-16 21:00:00+00:00,104.8,19.3,139.0,8.0,79.0,13.7
2024-07-16 22:00:00+00:00,99.7,18.9,139.0,7.8,76.0,15.1
