id_camera,data_hora,qtd_pessoas,fk_upa
4523,"2025-04-27 13:54:36",129,16
4524,"2025-04-27 13:59:36",129,16
4525,"2025-04-27 14:04:36",126,16
4526,"2025-04-27 14:09:36",124,16
4527,"2025-04-27 14:14:36",124,16
4528,"2025-04-27 14:19:36",122,16
4529,"2025-04-27 14:24:36",123,16
4530,"2025-04-27 14:29:36",128,16
4531,"2025-04-27 14:34:36",129,16
4532,"2025-04-27 14:39:36",131,16
4533,"2025-04-27 14:44:36",128,16
4534,"2025-04-27 14:49:36",127,16
4535,"2025-04-27 14:54:36",131,16
4536,"2025-04-27 14:59:36",126,16
4537,"2025-04-27 15:04:36",127,16
4538,"2025-04-27 15:09:36",127,16
4539,"2025-04-27 15:14:36",126,16
4540,"2025-04-27 15:19:36",124,16
4541,"2025-04-27 15:24:36",123,16
4542,"2025-04-27 15:29:36",122,16
4543,"2025-04-27 15:34:36",124,16
4544,"2025-04-27 15:39:36",124,16
4545,"2025-04-27 15:44:36",129,16
4546,"2025-04-27 15:49:36",128,16
4547,"2025-04-27 15:54:36",131,16
4548,"2025-04-27 15:59:36",134,16
4549,"2025-04-27 16:04:36",135,16
4550,"2025-04-27 16:09:36",138,16
4551,"2025-04-27 16:14:36",139,16
4552,"2025-04-27 16:19:36",139,16
4553,"2025-04-27 16:24:36",NULL,16
4554,"2025-04-27 16:29:36",140,16
4555,"2025-04-27 16:34:36",140,16
4556,"2025-04-27 16:39:36",137,16
4557,"2025-04-27 16:44:36",138,16
4558,"2025-04-27 16:49:36",143,16
4559,"2025-04-27 16:54:36",143,16
4560,"2025-04-27 16:59:36",146,16
4561,"2025-04-27 17:04:36",147,16
4562,"2025-04-27 17:09:36",146,16
4563,"2025-04-27 17:14:36",151,16
4564,"2025-04-27 17:19:36",147,16
4565,"2025-04-27 17:24:36",146,16
4566,"2025-04-27 17:29:36",148,16
4567,"2025-04-27 17:34:36",143,16
4568,"2025-04-27 17:39:36",NULL,16
4569,"2025-04-27 17:44:36",143,16
4570,"2025-04-27 17:49:36",146,16
4571,"2025-04-27 17:54:36",146,16
4572,"2025-04-27 17:59:36",147,16
4573,"2025-04-27 18:04:36",144,16
4574,"2025-04-27 18:09:36",142,16
4575,"2025-04-27 18:14:36",141,16
4576,"2025-04-27 18:19:36",139,16
4577,"2025-04-27 18:24:36",140,16
4578,"2025-04-27 18:29:36",143,16
4579,"2025-04-27 18:34:36",147,16
4580,"2025-04-27 18:39:36",NULL,16
4581,"2025-04-27 18:44:36",144,16
4582,"2025-04-27 18:49:36",146,16
4583,"2025-04-27 18:54:36",148,16
4584,"2025-04-27 18:59:36",150,16
4585,"2025-04-27 19:04:36",149,16
4586,"2025-04-27 19:09:36",152,16
4587,"2025-04-27 19:14:36",151,16
4588,"2025-04-27 19:19:36",150,16
4589,"2025-04-27 19:24:36",151,16
4590,"2025-04-27 19:29:36",150,16
4591,"2025-04-27 19:34:36",149,16
4592,"2025-04-27 19:39:36",150,16
4593,"2025-04-27 19:44:36",154,16
4594,"2025-04-27 19:49:36",153,16
4595,"2025-04-27 19:54:36",151,16
4596,"2025-04-27 19:59:36",153,16
4597,"2025-04-27 20:04:36",151,16
4598,"2025-04-27 20:09:36",149,16
4599,"2025-04-27 20:14:36",142,16
4600,"2025-04-27 20:19:36",147,16
4601,"2025-04-27 20:24:36",145,16
4602,"2025-04-27 20:29:36",146,16
4603,"2025-04-27 20:34:36",144,16
4604,"2025-04-27 20:39:36",141,16
4605,"2025-04-27 20:44:36",141,16
4606,"2025-04-27 20:49:36",142,16
4607,"2025-04-27 20:54:36",137,16
4608,"2025-04-27 20:59:36",139,16
4609,"2025-04-26 21:04:36",141,17
4610,"2025-04-26 21:09:36",139,17
4611,"2025-04-26 21:14:36",141,17
4612,"2025-04-26 21:19:36",135,17
4613,"2025-04-26 21:24:36",141,17
4614,"2025-04-26 21:29:36",136,17
4615,"2025-04-26 21:34:36",135,17
4616,"2025-04-26 21:39:36",137,17
4617,"2025-04-26 21:44:36",135,17
4618,"2025-04-26 21:49:36",133,17
4619,"2025-04-26 21:54:36",135,17
4620,"2025-04-26 21:59:36",137,17
4621,"2025-04-26 22:04:36",135,17
4622,"2025-04-26 22:09:36",136,17
4623,"2025-04-26 22:14:36",NULL,17
4624,"2025-04-26 22:19:36",138,17
4625,"2025-04-26 22:24:36",135,17
4626,"2025-04-26 22:29:36",136,17
4627,"2025-04-26 22:34:36",136,17
4628,"2025-04-26 22:39:36",137,17
4629,"2025-04-26 22:44:36",140,17
4630,"2025-04-26 22:49:36",138,17
4631,"2025-04-26 22:54:36",137,17
4632,"2025-04-26 22:59:36",133,17
4633,"2025-04-26 23:04:36",133,17
4634,"2025-04-26 23:09:36",130,17
4635,"2025-04-26 23:14:36",NULL,17
4636,"2025-04-26 23:19:36",131,17
4637,"2025-04-26 23:24:36",130,17
4638,"2025-04-26 23:29:36",133,17
4639,"2025-04-26 23:34:36",134,17
4640,"2025-04-26 23:39:36",131,17
4641,"2025-04-26 23:44:36",135,17
4642,"2025-04-26 23:49:36",137,17
4643,"2025-04-26 23:54:36",138,17
4644,"2025-04-26 23:59:36",133,17
4645,"2025-04-27 00:04:36",135,17
4646,"2025-04-27 00:09:36",136,17
4647,"2025-04-27 00:14:36",140,17
4648,"2025-04-27 00:19:36",144,17
4649,"2025-04-27 00:24:36",NULL,17
4650,"2025-04-27 00:29:36",145,17
4651,"2025-04-27 00:34:36",146,17
4652,"2025-04-27 00:39:36",146,17
4653,"2025-04-27 00:44:36",148,17
4654,"2025-04-27 00:49:36",147,17
4655,"2025-04-27 00:54:36",149,17
4656,"2025-04-27 00:59:36",145,17
4657,"2025-04-27 01:04:36",146,17
4658,"2025-04-27 01:09:36",139,17
4659,"2025-04-27 01:14:36",141,17
4660,"2025-04-27 01:19:36",141,17
4661,"2025-04-27 01:24:36",142,17
4662,"2025-04-27 01:29:36",138,17
4663,"2025-04-27 01:34:36",137,17
4664,"2025-04-27 01:39:36",141,17
4665,"2025-04-27 01:44:36",141,17
4666,"2025-04-27 01:49:36",146,17
4667,"2025-04-27 01:54:36",147,17
4668,"2025-04-27 01:59:36",147,17
4669,"2025-04-27 02:04:36",149,17
4670,"2025-04-27 02:09:36",148,17
4671,"2025-04-27 02:14:36",150,17
4672,"2025-04-27 02:19:36",152,17
4673,"2025-04-27 02:24:36",151,17
4674,"2025-04-27 02:29:36",152,17
4675,"2025-04-27 02:34:36",152,17
4676,"2025-04-27 02:39:36",148,17
4677,"2025-04-27 02:44:36",148,17
4678,"2025-04-27 02:49:36",151,17
4679,"2025-04-27 02:54:36",151,17
4680,"2025-04-27 02:59:36",149,17
4681,"2025-04-27 03:04:36",146,17
4682,"2025-04-27 03:09:36",143,17
4683,"2025-04-27 03:14:36",147,17
4684,"2025-04-27 03:19:36",147,17
4685,"2025-04-27 03:24:36",NULL,17
4686,"2025-04-27 03:29:36",150,17
4687,"2025-04-27 03:34:36",145,17
4688,"2025-04-27 03:39:36",145,17
4689,"2025-04-27 03:44:36",146,17
4690,"2025-04-27 03:49:36",146,17
4691,"2025-04-27 03:54:36",145,17
4692,"2025-04-27 03:59:36",149,17
4693,"2025-04-27 04:04:36",148,17
4694,"2025-04-27 04:09:36",145,17
4695,"2025-04-27 04:14:36",148,17
4696,"2025-04-27 04:19:36",NULL,17
4697,"2025-04-27 04:24:36",148,17
4698,"2025-04-27 04:29:36",152,17
4699,"2025-04-27 04:34:36",154,17
4700,"2025-04-27 04:39:36",155,17
4701,"2025-04-27 04:44:36",150,17
4702,"2025-04-27 04:49:36",149,17
4703,"2025-04-27 04:54:36",150,17
4704,"2025-04-27 04:59:36",152,17
4705,"2025-04-27 05:04:36",150,17
4706,"2025-04-27 05:09:36",144,17
4707,"2025-04-27 05:14:36",143,17
4708,"2025-04-27 05:19:36",145,17
4709,"2025-04-27 05:24:36",143,17
4710,"2025-04-27 05:29:36",NULL,17
4711,"2025-04-27 05:34:36",142,17
4712,"2025-04-27 05:39:36",140,17
4713,"2025-04-27 05:44:36",142,17
4714,"2025-04-27 05:49:36",142,17
4715,"2025-04-27 05:54:36",137,17
4716,"2025-04-27 05:59:36",139,17
4717,"2025-04-27 06:04:36",143,17
4718,"2025-04-27 06:09:36",140,17
4719,"2025-04-27 06:14:36",NULL,17
4720,"2025-04-27 06:19:36",140,17
4721,"2025-04-27 06:24:36",138,17
4722,"2025-04-27 06:29:36",141,17
4723,"2025-04-27 06:34:36",140,17
4724,"2025-04-27 06:39:36",140,17
4725,"2025-04-27 06:44:36",140,17
4726,"2025-04-27 06:49:36",137,17
4727,"2025-04-27 06:54:36",NULL,17
4728,"2025-04-27 06:59:36",135,17
4729,"2025-04-27 07:04:36",135,17
4730,"2025-04-27 07:09:36",136,17
4731,"2025-04-27 07:14:36",136,17
4732,"2025-04-27 07:19:36",140,17
4733,"2025-04-27 07:24:36",138,17
4734,"2025-04-27 07:29:36",133,17
4735,"2025-04-27 07:34:36",134,17
4736,"2025-04-27 07:39:36",135,17
4737,"2025-04-27 07:44:36",134,17
4738,"2025-04-27 07:49:36",130,17
4739,"2025-04-27 07:54:36",130,17
4740,"2025-04-27 07:59:36",131,17
4741,"2025-04-27 08:04:36",127,17
4742,"2025-04-27 08:09:36",127,17
4743,"2025-04-27 08:14:36",128,17
4744,"2025-04-27 08:19:36",127,17
4745,"2025-04-27 08:24:36",124,17
4746,"2025-04-27 08:29:36",NULL,17
4747,"2025-04-27 08:34:36",NULL,17
4748,"2025-04-27 08:39:36",125,17
4749,"2025-04-27 08:44:36",121,17
4750,"2025-04-27 08:49:36",122,17
4751,"2025-04-27 08:54:36",122,17
4752,"2025-04-27 08:59:36",124,17
4753,"2025-04-27 09:04:36",124,17
4754,"2025-04-27 09:09:36",125,17
4755,"2025-04-27 09:14:36",126,17
4756,"2025-04-27 09:19:36",124,17
4757,"2025-04-27 09:24:36",123,17
4758,"2025-04-27 09:29:36",125,17
4759,"2025-04-27 09:34:36",122,17
4760,"2025-04-27 09:39:36",NULL,17
4761,"2025-04-27 09:44:36",121,17
4762,"2025-04-27 09:49:36",122,17
4763,"2025-04-27 09:54:36",NULL,17
4764,"2025-04-27 09:59:36",117,17
4765,"2025-04-27 10:04:36",120,17
4766,"2025-04-27 10:09:36",115,17
4767,"2025-04-27 10:14:36",115,17
4768,"2025-04-27 10:19:36",NULL,17
4769,"2025-04-27 10:24:36",113,17
4770,"2025-04-27 10:29:36",117,17
4771,"2025-04-27 10:34:36",NULL,17
4772,"2025-04-27 10:39:36",118,17
4773,"2025-04-27 10:44:36",120,17
4774,"2025-04-27 10:49:36",121,17
4775,"2025-04-27 10:54:36",125,17
4776,"2025-04-27 10:59:36",122,17
4777,"2025-04-27 11:04:36",120,17
4778,"2025-04-27 11:09:36",119,17
4779,"2025-04-27 11:14:36",119,17
4780,"2025-04-27 11:19:36",122,17
4781,"2025-04-27 11:24:36",115,17
4782,"2025-04-27 11:29:36",117,17
4783,"2025-04-27 11:34:36",NULL,17
4784,"2025-04-27 11:39:36",116,17
4785,"2025-04-27 11:44:36",114,17
4786,"2025-04-27 11:49:36",116,17
4787,"2025-04-27 11:54:36",114,17
4788,"2025-04-27 11:59:36",112,17
4789,"2025-04-27 12:04:36",114,17
4790,"2025-04-27 12:09:36",118,17
4791,"2025-04-27 12:14:36",118,17
4792,"2025-04-27 12:19:36",NULL,17
4793,"2025-04-27 12:24:36",116,17
4794,"2025-04-27 12:29:36",114,17
4795,"2025-04-27 12:34:36",118,17
4796,"2025-04-27 12:39:36",NULL,17
4797,"2025-04-27 12:44:36",119,17
4798,"2025-04-27 12:49:36",119,17
4799,"2025-04-27 12:54:36",118,17
4800,"2025-04-27 12:59:36",119,17
4801,"2025-04-27 13:04:36",117,17
4802,"2025-04-27 13:09:36",120,17
4803,"2025-04-27 13:14:36",119,17
4804,"2025-04-27 13:19:36",123,17
4805,"2025-04-27 13:24:36",122,17
4806,"2025-04-27 13:29:36",122,17
4807,"2025-04-27 13:34:36",122,17
4808,"2025-04-27 13:39:36",122,17
4809,"2025-04-27 13:44:36",NULL,17
4810,"2025-04-27 13:49:36",119,17
4811,"2025-04-27 13:54:36",117,17
4812,"2025-04-27 13:59:36",115,17
4813,"2025-04-27 14:04:36",115,17
4814,"2025-04-27 14:09:36",NULL,17
4815,"2025-04-27 14:14:36",118,17
4816,"2025-04-27 14:19:36",112,17
4817,"2025-04-27 14:24:36",112,17
4818,"2025-04-27 14:29:36",111,17
4819,"2025-04-27 14:34:36",107,17
4820,"2025-04-27 14:39:36",110,17
4821,"2025-04-27 14:44:36",109,17
4822,"2025-04-27 14:49:36",106,17
4823,"2025-04-27 14:54:36",106,17
4824,"2025-04-27 14:59:36",105,17
4825,"2025-04-27 15:04:36",104,17
4826,"2025-04-27 15:09:36",103,17
4827,"2025-04-27 15:14:36",103,17
4828,"2025-04-27 15:19:36",NULL,17
4829,"2025-04-27 15:24:36",104,17
4830,"2025-04-27 15:29:36",NULL,17
4831,"2025-04-27 15:34:36",107,17
4832,"2025-04-27 15:39:36",108,17
4833,"2025-04-27 15:44:36",NULL,17
4834,"2025-04-27 15:49:36",114,17
4835,"2025-04-27 15:54:36",116,17
4836,"2025-04-27 15:59:36",111,17
4837,"2025-04-27 16:04:36",113,17
4838,"2025-04-27 16:09:36",NULL,17
4839,"2025-04-27 16:14:36",112,17
4840,"2025-04-27 16:19:36",110,17
4841,"2025-04-27 16:24:36",106,17
4842,"2025-04-27 16:29:36",104,17
4843,"2025-04-27 16:34:36",104,17
4844,"2025-04-27 16:39:36",104,17
4845,"2025-04-27 16:44:36",NULL,17
4846,"2025-04-27 16:49:36",106,17
4847,"2025-04-27 16:54:36",106,17
4848,"2025-04-27 16:59:36",106,17
4849,"2025-04-27 17:04:36",104,17
4850,"2025-04-27 17:09:36",101,17
4851,"2025-04-27 17:14:36",103,17
4852,"2025-04-27 17:19:36",104,17
4853,"2025-04-27 17:24:36",102,17
4854,"2025-04-27 17:29:36",102,17
4855,"2025-04-27 17:34:36",107,17
4856,"2025-04-27 17:39:36",NULL,17
4857,"2025-04-27 17:44:36",104,17
4858,"2025-04-27 17:49:36",103,17
4859,"2025-04-27 17:54:36",99,17
4860,"2025-04-27 17:59:36",NULL,17
4861,"2025-04-27 18:04:36",100,17
4862,"2025-04-27 18:09:36",101,17
4863,"2025-04-27 18:14:36",NULL,17
4864,"2025-04-27 18:19:36",101,17
4865,"2025-04-27 18:24:36",98,17
4866,"2025-04-27 18:29:36",99,17
4867,"2025-04-27 18:34:36",101,17
4868,"2025-04-27 18:39:36",102,17
4869,"2025-04-27 18:44:36",103,17
4870,"2025-04-27 18:49:36",99,17
4871,"2025-04-27 18:54:36",101,17
4872,"2025-04-27 18:59:36",102,17
4873,"2025-04-27 19:04:36",105,17
4874,"2025-04-27 19:09:36",107,17
4875,"2025-04-27 19:14:36",108,17
4876,"2025-04-27 19:19:36",110,17
4877,"2025-04-27 19:24:36",111,17
4878,"2025-04-27 19:29:36",110,17
4879,"2025-04-27 19:34:36",109,17
4880,"2025-04-27 19:39:36",111,17
4881,"2025-04-27 19:44:36",109,17
4882,"2025-04-27 19:49:36",111,17
4883,"2025-04-27 19:54:36",110,17
4884,"2025-04-27 19:59:36",110,17
4885,"2025-04-27 20:04:36",107,17
4886,"2025-04-27 20:09:36",105,17
4887,"2025-04-27 20:14:36",106,17
4888,"2025-04-27 20:19:36",110,17
4889,"2025-04-27 20:24:36",105,17
4890,"2025-04-27 20:29:36",108,17
4891,"2025-04-27 20:34:36",104,17
4892,"2025-04-27 20:39:36",104,17
4893,"2025-04-27 20:44:36",102,17
4894,"2025-04-27 20:49:36",99,17
4895,"2025-04-27 20:54:36",99,17
4896,"2025-04-27 20:59:36",98,17
4897,"2025-04-26 21:04:36",103,18
4898,"2025-04-26 21:09:36",104,18
4899,"2025-04-26 21:14:36",104,18
4900,"2025-04-26 21:19:36",101,18
4901,"2025-04-26 21:24:36",102,18
4902,"2025-04-26 21:29:36",NULL,18
4903,"2025-04-26 21:34:36",99,18
4904,"2025-04-26 21:39:36",102,18
4905,"2025-04-26 21:44:36",101,18
4906,"2025-04-26 21:49:36",98,18
4907,"2025-04-26 21:54:36",102,18
4908,"2025-04-26 21:59:36",101,18
4909,"2025-04-26 22:04:36",104,18
4910,"2025-04-26 22:09:36",99,18
4911,"2025-04-26 22:14:36",101,18
4912,"2025-04-26 22:19:36",101,18
4913,"2025-04-26 22:24:36",103,18
4914,"2025-04-26 22:29:36",101,18
4915,"2025-04-26 22:34:36",100,18
4916,"2025-04-26 22:39:36",98,18
4917,"2025-04-26 22:44:36",101,18
4918,"2025-04-26 22:49:36",103,18
4919,"2025-04-26 22:54:36",103,18
4920,"2025-04-26 22:59:36",106,18
4921,"2025-04-26 23:04:36",NULL,18
4922,"2025-04-26 23:09:36",109,18
4923,"2025-04-26 23:14:36",108,18
4924,"2025-04-26 23:19:36",105,18
4925,"2025-04-26 23:24:36",103,18
4926,"2025-04-26 23:29:36",104,18
4927,"2025-04-26 23:34:36",NULL,18
4928,"2025-04-26 23:39:36",109,18
4929,"2025-04-26 23:44:36",112,18
4930,"2025-04-26 23:49:36",110,18
4931,"2025-04-26 23:54:36",110,18
4932,"2025-04-26 23:59:36",NULL,18
4933,"2025-04-27 00:04:36",110,18
4934,"2025-04-27 00:09:36",NULL,18
4935,"2025-04-27 00:14:36",111,18
4936,"2025-04-27 00:19:36",113,18
4937,"2025-04-27 00:24:36",117,18
4938,"2025-04-27 00:29:36",118,18
4939,"2025-04-27 00:34:36",121,18
4940,"2025-04-27 00:39:36",121,18
4941,"2025-04-27 00:44:36",119,18
4942,"2025-04-27 00:49:36",124,18
4943,"2025-04-27 00:54:36",122,18
4944,"2025-04-27 00:59:36",119,18
4945,"2025-04-27 01:04:36",120,18
4946,"2025-04-27 01:09:36",118,18
4947,"2025-04-27 01:14:36",116,18
4948,"2025-04-27 01:19:36",118,18
4949,"2025-04-27 01:24:36",122,18
4950,"2025-04-27 01:29:36",121,18
4951,"2025-04-27 01:34:36",119,18
4952,"2025-04-27 01:39:36",124,18
4953,"2025-04-27 01:44:36",124,18
4954,"2025-04-27 01:49:36",124,18
4955,"2025-04-27 01:54:36",126,18
4956,"2025-04-27 01:59:36",122,18
4957,"2025-04-27 02:04:36",120,18
4958,"2025-04-27 02:09:36",NULL,18
4959,"2025-04-27 02:14:36",120,18
4960,"2025-04-27 02:19:36",124,18
4961,"2025-04-27 02:24:36",120,18
4962,"2025-04-27 02:29:36",123,18
4963,"2025-04-27 02:34:36",124,18
4964,"2025-04-27 02:39:36",128,18
4965,"2025-04-27 02:44:36",127,18
4966,"2025-04-27 02:49:36",123,18
4967,"2025-04-27 02:54:36",129,18
4968,"2025-04-27 02:59:36",125,18
4969,"2025-04-27 03:04:36",127,18
4970,"2025-04-27 03:09:36",132,18
4971,"2025-04-27 03:14:36",130,18
4972,"2025-04-27 03:19:36",126,18
4973,"2025-04-27 03:24:36",127,18
4974,"2025-04-27 03:29:36",126,18
4975,"2025-04-27 03:34:36",129,18
4976,"2025-04-27 03:39:36",NULL,18
4977,"2025-04-27 03:44:36",126,18
4978,"2025-04-27 03:49:36",129,18
4979,"2025-04-27 03:54:36",131,18
4980,"2025-04-27 03:59:36",134,18
4981,"2025-04-27 04:04:36",128,18
4982,"2025-04-27 04:09:36",131,18
4983,"2025-04-27 04:14:36",136,18
4984,"2025-04-27 04:19:36",137,18
4985,"2025-04-27 04:24:36",NULL,18
4986,"2025-04-27 04:29:36",132,18
4987,"2025-04-27 04:34:36",137,18
4988,"2025-04-27 04:39:36",NULL,18
4989,"2025-04-27 04:44:36",135,18
4990,"2025-04-27 04:49:36",136,18
4991,"2025-04-27 04:54:36",141,18
4992,"2025-04-27 04:59:36",142,18
4993,"2025-04-27 05:04:36",144,18
4994,"2025-04-27 05:09:36",144,18
4995,"2025-04-27 05:14:36",145,18
4996,"2025-04-27 05:19:36",142,18
4997,"2025-04-27 05:24:36",139,18
4998,"2025-04-27 05:29:36",139,18
4999,"2025-04-27 05:34:36",139,18
5000,"2025-04-27 05:39:36",139,18
5001,"2025-04-27 05:44:36",NULL,18
5002,"2025-04-27 05:49:36",139,18
5003,"2025-04-27 05:54:36",138,18
5004,"2025-04-27 05:59:36",134,18
5005,"2025-04-27 06:04:36",138,18
5006,"2025-04-27 06:09:36",136,18
5007,"2025-04-27 06:14:36",135,18
5008,"2025-04-27 06:19:36",134,18
5009,"2025-04-27 06:24:36",138,18
5010,"2025-04-27 06:29:36",140,18
5011,"2025-04-27 06:34:36",139,18
5012,"2025-04-27 06:39:36",137,18
5013,"2025-04-27 06:44:36",138,18
5014,"2025-04-27 06:49:36",141,18
5015,"2025-04-27 06:54:36",138,18
5016,"2025-04-27 06:59:36",139,18
5017,"2025-04-27 07:04:36",139,18
5018,"2025-04-27 07:09:36",NULL,18
5019,"2025-04-27 07:14:36",138,18
5020,"2025-04-27 07:19:36",141,18
5021,"2025-04-27 07:24:36",145,18
5022,"2025-04-27 07:29:36",146,18
5023,"2025-04-27 07:34:36",143,18
5024,"2025-04-27 07:39:36",147,18
5025,"2025-04-27 07:44:36",145,18
5026,"2025-04-27 07:49:36",145,18
5027,"2025-04-27 07:54:36",145,18
5028,"2025-04-27 07:59:36",142,18
5029,"2025-04-27 08:04:36",142,18
5030,"2025-04-27 08:09:36",145,18
5031,"2025-04-27 08:14:36",149,18
5032,"2025-04-27 08:19:36",146,18
5033,"2025-04-27 08:24:36",143,18
5034,"2025-04-27 08:29:36",142,18
5035,"2025-04-27 08:34:36",142,18
5036,"2025-04-27 08:39:36",145,18
5037,"2025-04-27 08:44:36",144,18
5038,"2025-04-27 08:49:36",NULL,18
5039,"2025-04-27 08:54:36",143,18
5040,"2025-04-27 08:59:36",141,18
5041,"2025-04-27 09:04:36",138,18
5042,"2025-04-27 09:09:36",139,18
5043,"2025-04-27 09:14:36",137,18
5044,"2025-04-27 09:19:36",139,18
5045,"2025-04-27 09:24:36",141,18
5046,"2025-04-27 09:29:36",142,18
5047,"2025-04-27 09:34:36",139,18
5048,"2025-04-27 09:39:36",137,18
5049,"2025-04-27 09:44:36",135,18
5050,"2025-04-27 09:49:36",134,18
5051,"2025-04-27 09:54:36",134,18
5052,"2025-04-27 09:59:36",135,18
5053,"2025-04-27 10:04:36",134,18
5054,"2025-04-27 10:09:36",131,18
5055,"2025-04-27 10:14:36",135,18
5056,"2025-04-27 10:19:36",135,18
5057,"2025-04-27 10:24:36",131,18
5058,"2025-04-27 10:29:36",134,18
5059,"2025-04-27 10:34:36",130,18
5060,"2025-04-27 10:39:36",129,18
5061,"2025-04-27 10:44:36",132,18
5062,"2025-04-27 10:49:36",133,18
5063,"2025-04-27 10:54:36",134,18
5064,"2025-04-27 10:59:36",NULL,18
5065,"2025-04-27 11:04:36",135,18
5066,"2025-04-27 11:09:36",135,18
5067,"2025-04-27 11:14:36",136,18
5068,"2025-04-27 11:19:36",137,18
5069,"2025-04-27 11:24:36",133,18
5070,"2025-04-27 11:29:36",133,18
5071,"2025-04-27 11:34:36",136,18
5072,"2025-04-27 11:39:36",133,18
5073,"2025-04-27 11:44:36",139,18
5074,"2025-04-27 11:49:36",139,18
5075,"2025-04-27 11:54:36",NULL,18
5076,"2025-04-27 11:59:36",136,18
5077,"2025-04-27 12:04:36",137,18
5078,"2025-04-27 12:09:36",138,18
5079,"2025-04-27 12:14:36",141,18
5080,"2025-04-27 12:19:36",138,18
5081,"2025-04-27 12:24:36",135,18
5082,"2025-04-27 12:29:36",135,18
5083,"2025-04-27 12:34:36",133,18
5084,"2025-04-27 12:39:36",135,18
5085,"2025-04-27 12:44:36",133,18
5086,"2025-04-27 12:49:36",134,18
5087,"2025-04-27 12:54:36",136,18
5088,"2025-04-27 12:59:36",133,18
5089,"2025-04-27 13:04:36",135,18
5090,"2025-04-27 13:09:36",138,18
5091,"2025-04-27 13:14:36",135,18
5092,"2025-04-27 13:19:36",130,18
5093,"2025-04-27 13:24:36",128,18
5094,"2025-04-27 13:29:36",128,18
5095,"2025-04-27 13:34:36",132,18
5096,"2025-04-27 13:39:36",134,18
5097,"2025-04-27 13:44:36",133,18
5098,"2025-04-27 13:49:36",134,18
5099,"2025-04-27 13:54:36",133,18
5100,"2025-04-27 13:59:36",131,18
5101,"2025-04-27 14:04:36",134,18
5102,"2025-04-27 14:09:36",131,18
5103,"2025-04-27 14:14:36",130,18
5104,"2025-04-27 14:19:36",130,18
5105,"2025-04-27 14:24:36",NULL,18
5106,"2025-04-27 14:29:36",129,18
5107,"2025-04-27 14:34:36",126,18
5108,"2025-04-27 14:39:36",127,18
5109,"2025-04-27 14:44:36",124,18
5110,"2025-04-27 14:49:36",123,18
5111,"2025-04-27 14:54:36",124,18
5112,"2025-04-27 14:59:36",121,18
5113,"2025-04-27 15:04:36",125,18
5114,"2025-04-27 15:09:36",NULL,18
5115,"2025-04-27 15:14:36",NULL,18
5116,"2025-04-27 15:19:36",127,18
5117,"2025-04-27 15:24:36",130,18
5118,"2025-04-27 15:29:36",133,18
5119,"2025-04-27 15:34:36",133,18
5120,"2025-04-27 15:39:36",131,18
5121,"2025-04-27 15:44:36",128,18
5122,"2025-04-27 15:49:36",NULL,18
5123,"2025-04-27 15:54:36",130,18
5124,"2025-04-27 15:59:36",135,18
5125,"2025-04-27 16:04:36",133,18
5126,"2025-04-27 16:09:36",133,18
5127,"2025-04-27 16:14:36",130,18
5128,"2025-04-27 16:19:36",128,18
5129,"2025-04-27 16:24:36",NULL,18
5130,"2025-04-27 16:29:36",131,18
5131,"2025-04-27 16:34:36",134,18
5132,"2025-04-27 16:39:36",135,18
5133,"2025-04-27 16:44:36",136,18
5134,"2025-04-27 16:49:36",135,18
5135,"2025-04-27 16:54:36",139,18
5136,"2025-04-27 16:59:36",135,18
5137,"2025-04-27 17:04:36",140,18
5138,"2025-04-27 17:09:36",144,18
5139,"2025-04-27 17:14:36",144,18
5140,"2025-04-27 17:19:36",146,18
5141,"2025-04-27 17:24:36",145,18
5142,"2025-04-27 17:29:36",144,18
5143,"2025-04-27 17:34:36",139,18
5144,"2025-04-27 17:39:36",141,18
5145,"2025-04-27 17:44:36",140,18
5146,"2025-04-27 17:49:36",145,18
5147,"2025-04-27 17:54:36",144,18
5148,"2025-04-27 17:59:36",146,18
5149,"2025-04-27 18:04:36",141,18
5150,"2025-04-27 18:09:36",139,18
5151,"2025-04-27 18:14:36",142,18
5152,"2025-04-27 18:19:36",143,18
5153,"2025-04-27 18:24:36",143,18
5154,"2025-04-27 18:29:36",143,18
5155,"2025-04-27 18:34:36",147,18
5156,"2025-04-27 18:39:36",147,18
5157,"2025-04-27 18:44:36",146,18
5158,"2025-04-27 18:49:36",143,18
5159,"2025-04-27 18:54:36",141,18
5160,"2025-04-27 18:59:36",142,18
5161,"2025-04-27 19:04:36",143,18
5162,"2025-04-27 19:09:36",141,18
5163,"2025-04-27 19:14:36",141,18
5164,"2025-04-27 19:19:36",142,18
5165,"2025-04-27 19:24:36",142,18
5166,"2025-04-27 19:29:36",138,18
5167,"2025-04-27 19:34:36",141,18
5168,"2025-04-27 19:39:36",140,18
5169,"2025-04-27 19:44:36",143,18
5170,"2025-04-27 19:49:36",141,18
5171,"2025-04-27 19:54:36",148,18
5172,"2025-04-27 19:59:36",145,18
5173,"2025-04-27 20:04:36",143,18
5174,"2025-04-27 20:09:36",145,18
5175,"2025-04-27 20:14:36",145,18
5176,"2025-04-27 20:19:36",145,18
5177,"2025-04-27 20:24:36",145,18
5178,"2025-04-27 20:29:36",146,18
5179,"2025-04-27 20:34:36",147,18
5180,"2025-04-27 20:39:36",149,18
5181,"2025-04-27 20:44:36",NULL,18
5182,"2025-04-27 20:49:36",152,18
